Date,Open,High,Low,Close,Volume
2020-01-02,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400
2020-01-03,71.76565905712691,72.59404771603535,71.6086769224392,71.83328247070312,146322800
2020-01-06,70.95418053006813,72.4443131708714,70.70300468370534,72.40567016601562,118387200
2020-01-07,72.41532188246822,72.67132530208438,71.84535422985819,72.06513214111328,108872000
2020-01-08,71.76807129058055,73.5262872851597,71.76807129058055,73.22439575195312,132079200
2020-01-09,74.20252681762871,74.97295465655091,73.95135835025293,74.77974700927734,170108400
2020-01-10,75.01402769601006,75.51396196419593,74.44647000292952,74.94881439208984,140644800
2020-01-13,75.2651887494365,76.5766038580251,75.14684225138329,76.55003356933594,121532000
2020-01-14,76.48726080979424,76.69737618985954,75.39320591637785,75.51637268066406,161954400
2020-01-15,75.31593844725307,76.19746068634264,74.76045332904145,75.19276428222656,121923600
2020-01-16,75.73615570871007,76.24575261001203,75.37388575466262,76.13465118408203,108829200
2020-01-17,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400
2020-01-21,76.60558572443774,77.04755171377299,76.31818437718287,76.45584869384766,110843200
2020-01-22,76.94128522699003,77.2818197819215,76.63456606365708,76.728759765625,101832400
2020-01-23,76.78190767247501,77.17798563171488,76.23366779231166,77.0982894897461,104472000
2020-01-24,77.34462735281411,78.08848500678306,76.68529344990502,76.87609100341797,146537600
2020-01-27,74.8836004716033,75.29658608064733,73.63256355928529,74.61552429199219,161940000
2020-01-28,75.4970547636558,76.89782887589077,75.39803343183497,76.72635650634766,162234000
2020-01-29,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200
2020-01-30,77.41465908040864,78.27202816821715,76.98234829996913,78.2188949584961,126743200
2020-01-31,77.50883992680524,77.93148808362285,74.45611650102718,74.75076293945312,199588400
2020-02-03,73.49248476536589,75.71199229580401,72.99014040911702,74.54548645019531,173788400
2020-02-04,76.15155637582674,77.197313069489,75.74581580955447,77.00651550292969,136616400
2020-02-05,78.13438742518179,78.43386895689102,77.03067714309759,77.63446044921875,118826800
2020-02-06,77.9049577653929,78.54496662516472,77.34706255457273,78.54254913330078,105425600
2020-02-07,78.04139587134095,78.29074458151754,76.98347942731122,77.47491455078125,117684000
2020-02-10,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800
2020-02-11,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,94323200
2020-02-12,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400
2020-02-13,78.481997082219,78.97343221924942,78.27864537598826,78.64661407470703,94747600
2020-02-14,78.61515688888446,78.91534913157656,78.15761730819476,78.66600036621094,80113600
2020-02-18,76.34436499059119,77.40712785272389,76.1628001871837,77.2255630493164,152531200
2020-02-19,77.46766524775612,78.57400211516978,77.46766524775612,78.3440170288086,93984000
2020-02-20,78.10434874137093,78.59336068691168,77.0343234338156,77.540283203125,100566000
2020-02-21,77.13357171386221,77.57659398679,75.16783122272501,75.78514862060547,129554000
2020-02-24,71.96261786330551,73.63785189891229,70.0186640363075,72.18533325195312,222195200
2020-02-25,72.8559159017165,73.23840922009403,69.26819314550896,69.7402572631836,230673600
2020-02-26,69.36502045153675,72.11270274954929,69.35775815457548,70.84658813476562,198054800
2020-02-27,68.05050408823062,69.23672624207228,66.07991679515257,66.21548461914062,320605600
2020-02-28,62.279156964871476,67.39928345046577,62.06369649730183,66.17674255371094,426510000
2020-03-02,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200
2020-03-03,73.51442499521772,73.59431030507241,69.18833219349226,70.04048156738281,319475600
2020-03-04,71.76412641873794,73.44904647858813,70.96282065269989,73.28926849365234,219178400
2020-03-05,71.54137556338232,72.51698353207479,70.54640393192855,70.91195678710938,187572800
2020-03-06,68.26839282499563,70.40359752261656,68.08198888011519,69.97026062011719,226176800
2020-03-09,63.8503198544026,67.32183967576859,63.66875496382136,64.43617248535156,286744800
2020-03-10,67.09185293080515,69.34325431741347,65.21083618798149,69.07695770263672,285290000
2020-03-11,67.15236648355659,68.0795543718944,65.81362127140751,66.67787170410156,255598800
2020-03-12,61.95960092945028,65.36333551368728,60.037434101460896,60.09311294555664,418474000
2020-03-13,64.12627561961224,67.76483423256263,61.23575946723115,67.29276275634766,370732000
2020-03-16,58.57282785104368,62.719767078130026,58.10075991551945,58.635772705078125,322423600
2020-03-17,59.91881387267281,62.36388471818226,57.71340624039025,61.2139778137207,324056000
2020-03-18,58.04507047998226,60.52161388588787,57.40353915642415,59.7154655456543,300233600
2020-03-19,59.88977664258158,61.20914727493639,58.732603515332364,59.257930755615234,271857200
2020-03-20,59.838935242667574,60.96463960776638,55.195718260351654,55.495906829833984,401693200
2020-03-23,55.215074984673336,55.316750844922225,51.4699975094161,54.316932678222656,336752800
2020-03-24,57.21954987318864,59.96238962255932,56.72085240856594,59.766300201416016,287531200
2020-03-25,60.7031839918948,62.518832565929536,59.141726957014214,59.43707275390625,303602000
2020-03-26,59.679153090462734,62.62292153490078,59.640418371654654,62.564823150634766,252087200
2020-03-27,61.187354431284916,61.94266302499107,59.80746231049624,59.97450256347656,204216800
2020-03-30,60.700756687792804,61.85792960202071,60.376358043352745,61.6860466003418,167976400
2020-03-31,61.877297942194495,63.545269736802034,61.00578524680458,61.56016159057617,197002000
2020-04-01,59.674307229705484,60.2117394199471,57.89013135585365,58.321044921875,176218400
2020-04-02,58.18305925799057,59.34749454652656,57.350281239576255,59.29423522949219,165934000
2020-04-03,58.77859292542469,59.48064217824671,57.85140134510496,58.44209289550781,129880000
2020-04-06,60.739504512224016,63.695378761411575,60.37153567284435,63.54044723510742,201820400
2020-04-07,65.55701102978264,65.77489475614705,62.70039373005676,62.80448913574219,202887200
2020-04-08,63.605797071493534,64.72665861508077,63.240251523791564,64.41194915771484,168895200
2020-04-09,65.04864148440106,65.38029878683781,64.080295544256,64.87675476074219,161834800
2020-04-13,64.9542309045945,66.25908073963392,64.35385370017553,66.15013885498047,131022800
2020-04-14,67.78421429432576,69.78142775121215,67.31214270390448,69.49092102050781,194994800
2020-04-15,68.36522365380796,69.31662179135925,67.93673322392213,68.85665893554688,131154400
2020-04-16,69.57079540604494,69.7693080402414,68.3531010291873,69.40375518798828,157125200
2020-04-17,68.91957532915522,69.46669293760961,67.02403474808713,68.46202850341797,215250000
2020-04-20,67.28793327913718,68.19091103013936,67.02163670043845,67.04100036621094,130015200
2020-04-21,66.8836471640781,67.11847132681476,64.25700758407963,64.96874237060547,180991600
2020-04-22,66.23727232674312,67.27582530173389,65.89593692179542,66.84007263183594,116862400
2020-04-23,66.78438351779307,68.2078529350214,66.5422970832411,66.5810317993164,124814400
2020-04-24,67.10636068864,68.5128822420226,67.05794044796141,68.5031967163086,126161200
2020-04-27,68.21995585468255,68.88327772422247,67.77210185087893,68.55162048339844,117087600
2020-04-28,69.01400698692461,69.19557183776718,67.3484582943587,67.44044494628906,112004800
2020-04-29,68.92927352946674,70.125181113428,68.7259218099285,69.65553283691406,137280800
2020-04-30,70.19538886698345,71.30172577794379,69.80563320705274,71.125,183064000
2020-05-01,69.29725665776628,72.3838593560598,69.20042354088866,69.97994232177734,240616800
2020-05-04,70.0041397159612,71.09836777466262,69.31419187836596,70.97006225585938,133568000
2020-05-05,71.43003164134032,72.868025831844,71.28477828502723,72.03524780273438,147751200
2020-05-06,72.73729206539267,73.41029209502018,72.35237549978946,72.77845001220703,142333600
2020-05-07,73.40545163246576,73.87752315205448,73.10284357834273,73.53133392333984,115215200
2020-05-08,74.19160117798899,75.33491288731747,73.86389829348582,75.28150939941406,133838400
2020-05-11,74.78874082159405,76.96127521844708,74.57997904728234,76.4660873413086,145946400
2020-05-12,77.15059895407951,77.60210241325883,75.47083037079274,75.59220123291016,162301200
2020-05-13,75.77185010542999,76.69427337454634,73.60173785754363,74.67951202392578,200622400
2020-05-14,73.91729958475361,75.19897584845612,73.19392643517533,75.13829040527344,158929200
2020-05-15,72.90750790870699,74.7402057064117,72.87352049775028,74.69408416748047,166348400
2020-05-18,76.01944652197729,76.8277733901168,75.3276309672179,76.45394897460938,135178400
2020-05-19,76.47094702256406,77.31811351260087,75.98061126581322,76.01216888427734,101729600
2020-05-20,76.87147482429302,77.56086067764168,76.83263524563915,77.49047088623047,111504800
2020-05-21,77.35211236339255,77.8934293106206,76.67486058412483,76.91275024414062,102688800
2020-05-22,76.65056790341653,77.49045978164982,76.5486205059651,77.40792846679688,81803200
2020-05-26,78.5269651260588,78.70659167112338,76.82777268129091,76.88360595703125,125522000
2020-05-27,76.74038797022739,77.36422869926452,76.00002111496565,77.21858215332031,112945200
2020-05-28,76.89331060647892,78.51240153060692,76.6165888307401,77.25257110595703,133560800
2020-05-29,77.49530586711329,77.95651372350704,76.82048407944905,77.17731475830078,153532400
